ID_CLIENTE;ESTC;NDEP;RENDA;TIPOR;VBEM;NPARC;VPARC;TEL;IDADE;RESMS;ENTRADA;ADIMPLENTE
2019;C;0;1500;NP;552;4;119;N;61;48;119;S
2020;V;0;350;NP;458;12;62;N;57;120;0;N
2021;S;0;700;P;471;15;56;N;44;6;0;S
2022;S;0;600;P;1059;10;145;N;50;6;0;S
2023;C;0;400;NP;409;12;57;N;30;24;0;N
2024;S;0;2500;NP;989;11;137;N;31;48;0;N
2025;C;0;350;P;441;10;54;N;18;6;90;N
2026;S;2;600;NP;547;12;75;N;32;72;0;N
2027;S;0;1400;P;650;12;88;N;36;6;0;S
2028;S;0;550;P;350;10;54;N;26;6;0;S
2029;S;0;1018;NP;899;12;114;N;44;48;0;N
2030;S;0;850;P;899;10;136;N;41;6;0;N
2031;C;0;400;P;425;12;58;N;22;6;0;N
2032;C;0;600;P;342;3;130;N;40;6;0;S
2033;C;0;600;NP;776;12;105;S;50;276;0;N
2034;S;0;544;NP;416;10;64;N;41;0;0;N
2035;S;0;500;P;750;10;113;N;40;6;0;S
2036;C;0;470;P;618;10;89;N;26;6;0;N
2037;C;0;600;NP;365;10;56;N;27;6;0;N
2038;S;0;300;P;375;6;80;N;33;6;0;S
2039;S;0;550;NP;335;6;75;N;51;240;0;N
2040;S;0;600;P;518;12;71;S;32;36;0;S
2041;C;0;1200;NP;771;5;188;S;37;36;0;N
2042;S;0;500;NP;445;5;109;N;25;0;0;N
2043;S;0;414;NP;332;6;69;N;35;48;0;N
2044;S;0;850;NP;387;12;53;N;34;6;0;N
2045;C;0;1300;P;317;9;52;N;31;6;0;S
2046;S;0;370;NP;704;12;97;N;33;48;0;N
2047;S;0;600;P;349;6;75;N;28;6;0;S
2048;S;0;2800;P;387;6;83;N;46;6;0;S
2049;C;0;450;NP;469;10;72;N;27;0;0;N
2050;C;0;825;NP;639;5;126;N;62;48;126;S
2051;C;2;832;P;2335;18;148;N;48;6;1000;S
2052;C;0;443;NP;596;6;100;N;66;48;0;S
2053;S;0;1550;NP;1770;5;295;N;59;0;295;S
2054;C;0;1072;NP;309;3;118;N;66;48;0;S
2055;S;0;1040;NP;759;6;156;N;33;48;0;N
2056;C;0;730;NP;690;6;154;N;21;48;0;N
2057;S;2;500;P;505;6;108;N;32;6;0;S
2058;C;0;800;NP;480;10;67;N;41;6;0;N
2059;C;2;500;P;775;12;84;N;31;6;150;N
2060;C;0;500;P;606;10;91;N;34;6;0;S
2061;S;0;500;P;359;9;59;N;29;6;0;S
2062;S;1;530;NP;360;10;55;N;57;6;0;S
2063;S;0;1000;P;480;10;67;N;27;6;0;N
2064;C;0;490;NP;303;5;51;N;29;0;100;N
2065;D;0;760;NP;498;4;151;N;55;0;0;S
2066;S;0;1583;NP;379;6;80;N;61;48;0;S
2067;S;4;368;P;473;9;77;N;49;6;0;S
2068;V;0;4023;NP;552;4;119;N;66;48;119;S
2069;C;0;688;P;348;10;51;N;60;6;0;S
2070;S;0;1500;NP;698;4;159;N;62;0;159;S
2071;S;0;1632;NP;2499;18;230;N;64;48;350;S
2072;V;0;483;NP;587;10;90;S;45;300;0;N
2073;S;0;480;P;398;6;89;N;33;84;0;S
2074;C;0;773;NP;699;6;131;N;63;48;0;S
2075;S;3;1200;NP;495;4;145;N;39;6;0;N
2076;C;0;600;NP;572;15;68;N;33;6;0;N
2077;S;0;800;P;429;10;60;N;29;6;0;S
